,restaurent,online_order,book_table,rating,votes,location,rest_type,food_type,cost,type,city
249,Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,Sweet Shop,"Mithai, Desserts",250,Delivery,Banashankari
250,In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",100,Delivery,Banashankari
251,Subway,Yes,No,3.7,136,Banashankari,Quick Bites,"Salad, Fast Food",600,Delivery,Banashankari
252,Daal Roti,Yes,No,2.9,35,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250,Delivery,Banashankari
253,The Lassi Park,Yes,No,4.1,185,Jayanagar,Quick Bites,"Juices, Desserts",200,Delivery,Banashankari
254,Cafe Coffee Day,Yes,No,3.2,17,Jayanagar,Cafe,"Cafe, Fast Food",900,Delivery,Banashankari
255,A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,Mysore Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Delivery,Banashankari
256,Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Banashankari
257,Timepass Dinner,Yes,No,3.8,286,Basavanagudi,Casual Dining,North Indian,600,Delivery,Banashankari
258,Green Gardenia,Yes,No,3.8,160,Banashankari,Casual Dining,"North Indian, Chinese",700,Delivery,Banashankari
259,J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,"North Indian, Chinese",750,Delivery,Banashankari
260,Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500,Delivery,Banashankari
261,Karavali Lunch Home,Yes,No,3.7,51,Kumaraswamy Layout,Quick Bites,"South Indian, Mangalorean",350,Delivery,Banashankari
262,Hatti Kaapi,Yes,No,4.0,89,Jayanagar,Quick Bites,"South Indian, Beverages",200,Delivery,Banashankari
263,Kolkata Kathi Roll's,Yes,No,3.6,18,Banashankari,Quick Bites,"Fast Food, Rolls",250,Delivery,Banashankari
264,Upahara Darshini,Yes,No,3.9,40,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600,Delivery,Banashankari
265,The Chaat Shop,Yes,No,2.5,35,Basavanagudi,Quick Bites,Fast Food,200,Delivery,Banashankari
266,Anda Ka Funda,Yes,No,3.4,89,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250,Delivery,Banashankari
267,Shri Vinayaka Ice N Juice,Yes,No,3.2,11,Basavanagudi,Quick Bites,"Beverages, Fast Food",150,Delivery,Banashankari
268,My Tea House,Yes,No,3.6,62,Banashankari,"Quick Bites, Cafe","Italian, Fast Food, Cafe, European",600,Delivery,Banashankari
269,Ibaco,Yes,No,3.9,33,Jayanagar,Dessert Parlor,Desserts,300,Delivery,Banashankari
270,Jalaram Sweets,Yes,No,3.8,32,Jayanagar,Sweet Shop,"Desserts, Mithai",250,Delivery,Banashankari
271,Samskruti - Sanman Gardenia,Yes,No,4.1,139,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",550,Delivery,Banashankari
272,Bendakaluru Bytes,Yes,No,3.2,154,Vijay Nagar,Quick Bites,Fast Food,300,Delivery,Banashankari
273,Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350,Delivery,Banashankari
274,Chumma Delicious,Yes,No,3.7,237,Banashankari,Quick Bites,"South Indian, Fast Food",200,Delivery,Banashankari
275,New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650,Delivery,Banashankari
276,SSV Upahar,Yes,No,3.9,0,Jayanagar,Quick Bites,"South Indian, Chinese",300,Delivery,Banashankari
277,Dwaraka Grand,Yes,No,3.9,128,Kumaraswamy Layout,Casual Dining,"South Indian, Chinese, Street Food, Juices",500,Delivery,Banashankari
278,Gufha - The President Hotel,Yes,Yes,4.1,1875,Jayanagar,Casual Dining,"North Indian, Afghani, Mughlai",1200,Delivery,Banashankari
279,Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,Cafe,650,Delivery,Banashankari
280,Tanna's Kitchen,Yes,No,3.1,7,Kumaraswamy Layout,Quick Bites,"Italian, Chinese, Street Food",250,Delivery,Banashankari
281,Shree Mandarathi Grand,Yes,No,3.7,38,Uttarahalli,Casual Dining,"South Indian, North Indian",400,Delivery,Banashankari
282,Mojo Pizza - 2X Toppings,Yes,No,4.2,179,Banashankari,Delivery,Pizza,600,Delivery,Banashankari
283,Iceberg Icecreams,Yes,No,4.0,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250,Delivery,Banashankari
284,South Kitchen,Yes,No,4.3,275,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
285,Chung Wah,Yes,No,3.7,323,Jayanagar,Casual Dining,"Chinese, Thai, Momos",850,Delivery,Banashankari
286,Shanthi Sagar,Yes,No,3.1,28,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Banashankari
287,Millet Mama,Yes,No,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200,Delivery,Banashankari
288,Bangarpet Chat Express,Yes,No,3.3,6,Basavanagudi,Quick Bites,"Street Food, Fast Food",100,Delivery,Banashankari
290,Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,South Indian,400,Delivery,Banashankari
291,Java City,Yes,No,2.6,157,Jayanagar,Cafe,"Cafe, American, Pizza",450,Delivery,Banashankari
292,Kamat Bugle Rock,Yes,No,3.9,543,Basavanagudi,Quick Bites,"South Indian, Fast Food",300,Delivery,Banashankari
293,Woodee Pizza,Yes,No,3.7,180,Banashankari,Cafe,"Cafe, Pizza, Fast Food, Beverages",500,Delivery,Banashankari
294,Puliyogare Point,Yes,No,4.2,444,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
295,Bangalore Agarwal Bhavan,Yes,No,3.9,134,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400,Delivery,Banashankari
296,Rustic Stove,Yes,No,3.8,577,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900,Delivery,Banashankari
297,Udupi Ruchi Grand,Yes,No,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari
298,De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550,Delivery,Banashankari
299,Spice Elephant,Yes,No,4.1,787,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800,Delivery,Banashankari
300,Just Thindi,Yes,No,3.6,16,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
301,Matru Sagar,Yes,No,3.6,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
302,Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150,Delivery,Banashankari
303,Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,Delivery,Banashankari
304,Desi Dawat,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400,Delivery,Banashankari
305,Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500,Delivery,Banashankari
307,Penthouse Cafe,Yes,No,4.0,324,Banashankari,Cafe,"Cafe, Italian, Continental",700,Delivery,Banashankari
308,Mast Punjabi,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery,Banashankari
309,South Grand,Yes,No,3.4,102,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400,Delivery,Banashankari
310,Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery,Banashankari
311,The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800,Delivery,Banashankari
312,Cafe Zone,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300,Delivery,Banashankari
313,Ruchis Point,Yes,No,3.8,75,Banashankari,Quick Bites,"Fast Food, Chinese",200,Delivery,Banashankari
314,Firangi Bake,Yes,No,4.0,53,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600,Delivery,Banashankari
315,The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900,Delivery,Banashankari
316,Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800,Delivery,Banashankari
317,Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Delivery,Banashankari
318,Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Banashankari
319,Sandwichwallas,Yes,No,3.7,35,Jayanagar,Quick Bites,Fast Food,200,Delivery,Banashankari
320,Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150,Delivery,Banashankari
321,SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250,Delivery,Banashankari
322,Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Delivery,Banashankari
323,Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,Delivery,Banashankari
324,Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,Biryani,200,Delivery,Banashankari
325,Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250,Delivery,Banashankari
326,Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,Fast Food,150,Delivery,Banashankari
327,Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600,Delivery,Banashankari
328,Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200,Delivery,Banashankari
329,Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,Fast Food,200,Delivery,Banashankari
330,Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650,Delivery,Banashankari
331,Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Delivery,Banashankari
332,Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100,Delivery,Banashankari
333,Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery,Banashankari
334,The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,Delivery,Banashankari
335,Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100,Delivery,Banashankari
336,Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Delivery,Banashankari
337,South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,Delivery,Banashankari
338,The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,Delivery,Banashankari
339,The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Delivery,Banashankari
340,Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,Banashankari
341,Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,Delivery,Banashankari
342,Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Banashankari
343,Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,Delivery,Banashankari
344,Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200,Delivery,Banashankari
345,Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200,Delivery,Banashankari
346,Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,"Cafe, Beverages",600,Delivery,Banashankari
347,Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100,Delivery,Banashankari
348,Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400,Delivery,Banashankari
349,Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
350,1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400,Delivery,Banashankari
351,Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,Delivery,Banashankari
352,Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery,Banashankari
353,Nandhanu's Rasoi,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400,Delivery,Banashankari
354,Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,South Indian,300,Delivery,Banashankari
355,As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400,Delivery,Banashankari
356,J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,Delivery,Banashankari
357,Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,Delivery,Banashankari
358,Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,Delivery,Banashankari
359,Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery,Banashankari
360,Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,Delivery,Banashankari
361,Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery,Banashankari
362,Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200,Delivery,Banashankari
363,Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery,Banashankari
364,Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300,Delivery,Banashankari
365,SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
366,Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,Banashankari
368,Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,Fast Food,200,Delivery,Banashankari
369,Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250,Delivery,Banashankari
370,The Cafe Nuts and Bolts,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500,Delivery,Banashankari
371,AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,Beverages,100,Delivery,Banashankari
372,Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
373,Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500,Delivery,Banashankari
374,Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,South Indian,150,Delivery,Banashankari
375,Salut,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,Delivery,Banashankari
376,Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
377,Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery,Banashankari
378,Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
379,Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
380,Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,South Indian,300,Delivery,Banashankari
381,Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
382,Crunch and Munch,Yes,No,3.7,23,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300,Delivery,Banashankari
383,Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,Delivery,Banashankari
384,Sri Krishna Aramane,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,Delivery,Banashankari
385,Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,Rolls,100,Delivery,Banashankari
386,Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Delivery,Banashankari
387,Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
388,Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
389,Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Delivery,Banashankari
390,Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery,Banashankari
391,New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery,Banashankari
392,Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,Mithai,250,Delivery,Banashankari
393,VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200,Delivery,Banashankari
394,Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,Delivery,Banashankari
395,Food Springs,Yes,No,4.0,232,Jayanagar,Quick Bites,"South Indian, Chinese",400,Delivery,Banashankari
396,Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,Chinese,700,Delivery,Banashankari
397,Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Delivery,Banashankari
398,Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,Street Food,200,Delivery,Banashankari
399,Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Delivery,Banashankari
400,Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery,Banashankari
401,Maiyas,Yes,No,4.0,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery,Banashankari
402,Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",800,Delivery,Banashankari
403,Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,Delivery,Banashankari
404,Jalpaan,Yes,Yes,4.0,866,Jayanagar,Casual Dining,"North Indian, Continental",900,Delivery,Banashankari
405,Kataria's Pakwan,Yes,No,3.2,96,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery,Banashankari
406,Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,"Tibetan, Momos",250,Delivery,Banashankari
407,Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300,Delivery,Banashankari
408,Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,Sweet Shop,"Mithai, Street Food",400,Delivery,Banashankari
409,Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,Delivery,Banashankari
410,Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600,Delivery,Banashankari
411,Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,Juices,100,Delivery,Banashankari
412,New Biryani Mane,Yes,No,3.7,128,Uttarahalli,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450,Delivery,Banashankari
413,Upahara Darshini,Yes,No,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Banashankari
414,Karnataka Bhel House,Yes,No,4.1,449,Basavanagudi,Quick Bites,Street Food,100,Delivery,Banashankari
415,Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,150,Delivery,Banashankari
416,Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery,Banashankari
417,Bunt's Biriyani Palace,Yes,No,3.0,213,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery,Banashankari
418,Chai Point,Yes,No,3.2,208,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery,Banashankari
419,Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,South Indian,100,Delivery,Banashankari
420,Redberrys,Yes,No,4.0,219,Basavanagudi,Cafe,"Cafe, Italian",600,Delivery,Banashankari
421,Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,"North Indian, Street Food",200,Delivery,Banashankari
422,Meat And Eat,Yes,No,3.1,10,Banashankari,Quick Bites,"Fast Food, Burger",500,Delivery,Banashankari
423,Snacks Bite,Yes,No,3.0,9,Kumaraswamy Layout,Quick Bites,"Fast Food, Momos",400,Delivery,Banashankari
424,The Spice Saga,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,Delivery,Banashankari
425,Dakshin Cafe,Yes,No,3.7,19,Kumaraswamy Layout,Quick Bites,South Indian,100,Delivery,Banashankari
427,Kaulige Millet Corner,Yes,No,3.3,4,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150,Delivery,Banashankari
428,Ifruit Ice Cream,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,Banashankari
429,Havmor,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Banashankari
430,Grand Food,Yes,No,3.4,8,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250,Delivery,Banashankari
431,Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery,Banashankari
433,Desi Swaad,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery,Banashankari
434,Yummy Momos,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",200,Delivery,Banashankari
